Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
48303039506,[Hottrend 2026] 5 Mẫu Bao Lì Xì 3D Kiểu Ngang Mới Lạ -  Bao Lì Xì Pop Up Truyền Thống Tết Việt,"75,0k",1k+,OTP - Quà Tặng Handmade,"14,5%",₫10.500,https://shopee.vn/product/45596952/48303039506,https://s.shopee.vn/7VAfr5N28g
53052995656,"Set 60 bao lì xì hình in ngựa Tết 2026, may mắn, tài lộc, mẫu lì xì mới nhất","42,0k",1k+,Tổng Kho Chu Thắm,"10,5%",₫4.200,https://shopee.vn/product/92656477/53052995656,https://s.shopee.vn/7KrFemNfTf
4763181152,"Bao lì xì tết 2026,Combo 50 cái Tết Bính Ngọ [ 200 mẫu ] hottrend đẹp giá rẻ được chọn mẫu","15,0k",200k+,HMC_Tổng Kho Gia Dụng Tiện Ích,"6,5%",₫900,https://shopee.vn/product/41362412/4763181152,https://s.shopee.vn/7AXpSTOIoe
11863264790,"Combo 100 Bao Lì Xì Tết Truyền Thống 2026, Tết Bính Ngọ","23,5k",30k+,BÚT XINH STORE,"14,5%",₫3.290,https://shopee.vn/product/9762338/11863264790,https://s.shopee.vn/70EPGAOw9d
23844797225,"Máy hút bụi cầm tay dodoto LT113CG, Hút bụi cầm tay mini không dây giường nệm,ô tô, lực hút 20.000Pa","825,0k",10k+,Dodoto Franchise Store,"6,5%",₫49.500,https://shopee.vn/product/101762799/23844797225,https://s.shopee.vn/6puz3rPZUc
24883502296,"máy hút bụi cầm tay , hút bụi giường nệm, máy hút bụi với công nghệ nhật bản - bảo hành 12 tháng","165,0k",10k+,Nexpro Store,"11,5%",₫18.150,https://shopee.vn/product/876246295/24883502296,https://s.shopee.vn/6fbYrYQCpb
28312205753,"Máy Hút Bụi Cầm Tay KYTO - Hút Bụi Không Dây Hút Bụi Sàn Nhà, Ô tô, Giường Dệm Lực Hút 20000pa","268,8k",400k+,Kyto Store,"12,5%",₫32.262,https://shopee.vn/product/1342303429/28312205753,https://s.shopee.vn/3qHNULaza4
26226208771,"Máy Hút Bụi Cầm Tay Không Dây Nhật Bản TAMASHIO 6 Đầu Hút, Máy Hút Bụi Ô Tô, Giường Nệm BH 24 Tháng - BONIEMALL","186,0k",100k+,Tổng Kho Hút Bụi Vietnam,"24,5%",₫44.640,https://shopee.vn/product/1055813398/26226208771,https://s.shopee.vn/3fxxI2bcv3
22975091507,Máy hút bụi cầm tay mini lực hút siêu mạnh hút bụi ô tô giường đệm sạc USB,"60,0k",60k+,Kho sỉ gia dụng Vũ Hạnh,"6,5%",₫3.600,https://shopee.vn/product/270409665/22975091507,https://s.shopee.vn/3VeX5jcGG2
29086300158,"Set 100 chiếc túi lưới lọc bụi cho máy hút bụi cầm tay, túi bọc lõi lọc máy hút bụi -  Túi lọc cặn bẩn","35,0k",30k+,Gia Dụng Thông Minh HMC,"11,5%",₫3.850,https://shopee.vn/product/477565824/29086300158,https://s.shopee.vn/3LL6tQctb1
25233886678,"Máy Hút Bụi Cầm Tay GODWELL Máy Hút Bụi Không Dây, Hút Bụi Ô tô Công Suất Lớn, Tiện Lợi Mọi Lúc","289,6k",100k+,GodWell Việt Nam,"13,5%",₫37.642,https://shopee.vn/product/718541345/25233886678,https://s.shopee.vn/3B1gh7dWw0
25735266189,"Máy hút bụi cầm tay MEXI - hút bụi không dây hút bụi sàn nhà, ô tô, giường đệm lực hút 20000pa","279,0k",20k+,Mexi_Store,"14,5%",₫39.060,https://shopee.vn/product/1333090111/25735266189,https://s.shopee.vn/30iGUoeAGz
27463198954,"Máy hút bụi cầm tay có dây 3in1 JETZT X9, lực hút 19.000PA, hệ thống lọc bụi đa tầng","569,0k",10k+,Jetzt Outlet Mall,"9,5%",₫51.210,https://shopee.vn/product/1372398156/27463198954,https://s.shopee.vn/2qOqIVenby
27808054076,"[ Bản Nâng Cấp ] Máy Hút Bụi Mini Cầm Tay Không Dây NEXPRO Lực Hút Mạnh 9000Pa, Đa Năng Hút Ô Tô, Sofa, Bàn Phím","202,5k",3k+,Nexpro Store,"11,5%",₫22.275,https://shopee.vn/product/876246295/27808054076,https://s.shopee.vn/2g5Q6CfQwx
43952191213,"Máy hút bụi cầm tay có dây 3in1 JETZT X9, lực hút 19.000PA, hệ thống lọc bụi đa tầng","569,0k",9k+,Jetzt Living,"10,5%",₫56.900,https://shopee.vn/product/1542663177/43952191213,https://s.shopee.vn/5Aml4nVusS
26001437344,"Máy Hút Thổi Bụi Cầm Tay Mini Không Dây Tamayoko, Hút Thổi Bụi Ô Tô Vệ Sinh Nhà Cửa Model TA-117","399,0k",5k+,Tamayoko Store,"14,5%",₫55.860,https://shopee.vn/product/527877679/26001437344,https://s.shopee.vn/50TKsUWYDR
27008960983,"Máy Hút Bụi Cầm Tay Đa Năng 120W, Bộ Lọc HEPA, Hút Mạnh 25000PA Cho Ô Tô & Nhà Cửa","159,0k",200k+,Venis Việt Nam,"10,5%",₫15.900,https://shopee.vn/product/1338035770/27008960983,https://s.shopee.vn/4q9ugBXBYQ
29265879586,"Máy hút bụi cầm tay lau sàn nhà đa năng SHANEN, Công suất 800W - 25000Pa Hút nệm, sàn nhà, BH 12th","539,0k",20k+,SHANEN VN STORE,"6,5%",₫32.340,https://shopee.vn/product/1304433769/29265879586,https://s.shopee.vn/4fqUTsXotP
20901955677,"Máy hút bụi cầm tay mini không dây SHANEN, Lực hút 25.000Pa, Công suất 120w, Bảo hành 24 tháng","409,0k",80k+,SHANEN OFFICIAL,"6,5%",₫24.540,https://shopee.vn/product/769810758/20901955677,https://s.shopee.vn/4VX4HZYSEO
27605662995,"Máy hút bụi lau sàn nhà cầm tay đa năng SHANEN, Hút nệm giường, sofa, sàn nhà, ngõ ngách, BH 12th","529,0k",10k+,SHANEN VN STORE,"6,5%",₫31.740,https://shopee.vn/product/1304433769/27605662995,https://s.shopee.vn/4LDe5GZ5ZN
22365848072,Máy hút bụi cầm tay dodoto mini không dây lực hút 25.000Pa Bảo hành 24 tháng,"470,0k",30k+,Dodoto Franchise Store,"6,5%",₫28.200,https://shopee.vn/product/101762799/22365848072,https://s.shopee.vn/4AuDsxZiuM
27521123960,"Máy hút bụi cầm tay Deerma DX120C lực hút 16000pa, công suất 600W phiên bản mới 2025 - Bảo hành 12 tháng","749,0k",7k+,Deerma Official Store,"6,5%",₫44.940,https://shopee.vn/product/324877062/27521123960,https://s.shopee.vn/40angeaMFL
28122130767,"Máy hút bụi cầm tay Deerma DX120C đen lực hút 16000pa, công suất 600W phiên bản mới 2025 - Bảo hành 12 tháng","749,0k",5k+,Deerma Official Store,"6,5%",₫44.940,https://shopee.vn/product/324877062/28122130767,https://s.shopee.vn/1BGcJRl8zo
21379938334,"Máy hút bụi cầm tay có dây JETZT X9, lực hút 19.000PA","591,0k",6k+,Jetzt VN Official,"8,5%",₫47.280,https://shopee.vn/product/506810883/21379938334,https://s.shopee.vn/10xC78lmKn
