Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
7904033215,Bao Lì Xì ⚡ Combo 100 Bao Lì Xì Tết 2026 Bính Ngọ Tổng Hợp đủ Mẫu,"32,0k",60k+,Phụ Kiện Giá Sỉ Aha24h,"10,5%",₫3.200,https://shopee.vn/product/6074305/7904033215,https://s.shopee.vn/2g5Q4TnJwV
19169806424,"Bộ Bao Lì Xì Gieo Quẻ Tết 2026 năm Bính Ngọ ,lì xì rút quẻ hình trụ 6 cạnh in bóng cao cấp, 1 bộ gồm 1 hộp và 12 thẻ rút","16,8k",10k+,Xưởng in lì xì tết sỉ lẻ 2026,"14,5%",₫2.352,https://shopee.vn/product/53042950/19169806424,https://s.shopee.vn/7fU61fUHnU
25460234767,"[HOẢ TỐC HCM] Set 6 Bao Lì Xì 2026 Popup Cao Cấp, Lì Xì Tết Bính Ngọ Hoạ Tiết 3D Độc Đáo - TAYTA","83,3k",10k+,TAYTA Group,"12,5%",₫9.996,https://shopee.vn/product/66513379/25460234767,https://s.shopee.vn/7pnWDyTeSX
50904036038,🧧 Bao Lì Xì Thêu Giả 5D Hình Ngựa 🐎 Mã Thành Công – Lì Xì Tết 2026 🎉 May Mắn 🍀 Cao Cấp,"44,8k",4k+,Siêu Thị Tiện Lợi Hợp Bình,"14,5%",₫6.272,https://shopee.vn/product/41943887/50904036038,https://s.shopee.vn/7KrFd3VYTS
24786516717,"Combo 50 bao lì xì vitage, lì xì truyền thống Bính Ngọ giá rẻ sang trong Tết 2026","38,5k",2k+,Tổng Kho Gia Dụng NTB,"13,5%",₫5.005,https://shopee.vn/product/1367776597/24786516717,https://s.shopee.vn/7VAfpMUv8V
57853220738,"Bao lì xì tết Bính Ngọ 2026 ,Combo 50 cái lì xì [200 mẫu ] thiết kế đẹp đôc đáo được chọn mẫu","30,0k",1k+,MOCA_VN,"14,5%",₫4.200,https://shopee.vn/product/779091641/57853220738,https://s.shopee.vn/70EPERWp9Q
48303039506,[Hottrend 2026] 5 Mẫu Bao Lì Xì 3D Kiểu Ngang Mới Lạ -  Bao Lì Xì Pop Up Truyền Thống Tết Việt,"75,0k",1k+,OTP - Quà Tặng Handmade,"14,5%",₫10.500,https://shopee.vn/product/45596952/48303039506,https://s.shopee.vn/7AXpQkWBoT
53052995656,"Set 60 bao lì xì hình in ngựa Tết 2026, may mắn, tài lộc, mẫu lì xì mới nhất","42,0k",1k+,Tổng Kho Chu Thắm,"10,5%",₫4.200,https://shopee.vn/product/92656477/53052995656,https://s.shopee.vn/6fbYppY5pO
4763181152,"Bao lì xì tết 2026,Combo 50 cái Tết Bính Ngọ [ 200 mẫu ] hottrend đẹp giá rẻ được chọn mẫu","15,0k",200k+,HMC_Tổng Kho Gia Dụng Tiện Ích,"6,5%",₫900,https://shopee.vn/product/41362412/4763181152,https://s.shopee.vn/6puz28XSUR
11863264790,"Combo 100 Bao Lì Xì Tết Truyền Thống 2026, Tết Bính Ngọ","23,5k",30k+,BÚT XINH STORE,"14,5%",₫3.290,https://shopee.vn/product/9762338/11863264790,https://s.shopee.vn/6KyiRDZMVM
